2, 4, 9, 11
3, 5, 13, 16
2, 4, 14, 16
7, 10, 11, 13
11, 13, 28, 30
0, 3, 18, 20
3, 5, 24, 30
0, 2, 10, 14
5, 7, 10, 12
7, 10, 23, 26
1, 8, 14, 17
2, 6, 8, 11
3, 5, 11, 13
20, 23, 24, 26
10, 12, 35, 37
0, 3, 7, 10
5, 7, 17, 22
3, 7, 15, 18
0, 4, 20, 22
4, 6, 7, 11
24, 28, 33, 36
0, 2, 24, 26
3, 5, 21, 23
3, 5, 19, 23
1, 3, 7, 9
0, 2, 23, 25
12, 14, 30, 34
3, 5, 22, 26
0, 2, 8, 12
3, 5, 12, 14
12, 15, 32, 36
1, 6, 11, 13
8, 11, 28, 32
5, 8, 10, 12
11, 14, 22, 24
3, 5, 26, 30
0, 2, 35, 38
40, 44, 51, 53
5, 7, 13, 16
1, 3, 27, 31
12, 15, 19, 22
0, 2, 4, 7
0, 2, 7, 9
21, 26, 32, 34
0, 3, 15, 17
0, 2, 6, 9
11, 15, 23, 27
42, 45, 47, 50
11, 17, 19, 21
0, 2, 18, 20
15, 17, 27, 30
0, 3, 23, 25
36, 40, 43, 45
0, 3, 13, 15
0, 2, 12, 14
4, 6, 8, 10
6, 8, 18, 23
16, 18, 20, 22
19, 21, 23, 26
10, 13, 27, 29
28, 30, 40, 43
15, 18, 21, 23
18, 22, 28, 32
11, 13, 16, 22
0, 4, 12, 14
0, 3, 16, 19
38, 41, 43, 45
3, 5, 32, 34
27, 30, 43, 45
4, 7, 11, 15
4, 7, 24, 26
1, 3, 7, 9
17, 20, 33, 37
1, 5, 11, 16
19, 22, 24, 27
11, 13, 17, 19
33, 36, 42, 46
18, 22, 31, 33
12, 16, 29, 31
1, 4, 34, 37
11, 13, 33, 35
56, 58, 74, 76
27, 29, 31, 34
24, 26, 29, 32
5, 7, 9, 12
0, 2, 32, 34
12, 14, 15, 19
7, 9, 17, 19
2, 5, 22, 24
0, 2, 17, 19
1, 3, 12, 15
6, 8, 16, 19
1, 5, 7, 12
11, 14, 18, 21
2, 5, 9, 11
6, 9, 12, 14
9, 12, 18, 21
16, 19, 21, 23
0, 5, 28, 31
12, 14, 22, 24
4, 6, 8, 11
1, 5, 15, 17
19, 21, 24, 26
5, 7, 14, 17
25, 27, 35, 38
0, 2, 21, 25
9, 11, 23, 25
0, 2, 3, 7
2, 4, 14, 17
3, 5, 10, 12
0, 3, 20, 23
4, 6, 16, 19
0, 2, 8, 10
2, 5, 17, 19
2, 5, 10, 15
13, 15, 20, 22
20, 23, 24, 26
7, 12, 15, 17
12, 14, 22, 25
13, 15, 23, 25
24, 26, 28, 31
1, 3, 5, 7
38, 40, 42, 45
0, 2, 8, 12
10, 13, 15, 17
7, 10, 28, 33
13, 16, 24, 26
23, 27, 34, 36
17, 20, 23, 25
1, 7, 11, 13
13, 16, 19, 21
3, 6, 10, 13
14, 18, 22, 25
26, 29, 33, 35
0, 2, 23, 25
3, 6, 11, 14
3, 6, 13, 15
15, 17, 34, 36
3, 7, 8, 15
9, 11, 19, 22
4, 7, 14, 17
8, 11, 14, 16
4, 7, 17, 19
0, 2, 7, 10
6, 8, 13, 16
0, 2, 18, 20
2, 5, 9, 11
1, 4, 6, 9
4, 7, 28, 30
0, 3, 18, 20
18, 21, 23, 25
0, 4, 11, 13
13, 15, 30, 33
10, 12, 25, 27
0, 3, 12, 14
4, 7, 8, 10
3, 6, 12, 15
6, 8, 14, 17
6, 8, 31, 34
0, 5, 13, 15
26, 30, 38, 42
1, 3, 13, 15
4, 8, 9, 11
0, 3, 21, 23
0, 3, 14, 19
7, 9, 14, 18
0, 3, 25, 30
2, 6, 21, 23
0, 2, 4, 7
0, 3, 13, 15
3, 5, 15, 17
18, 21, 23, 25
40, 43, 51, 53
21, 25, 26, 29
6, 9, 20, 22
0, 2, 16, 18
18, 20, 28, 31
0, 2, 5, 8
3, 5, 7, 9
10, 12, 20, 22
0, 2, 4, 7
0, 2, 15, 17
15, 19, 32, 34
5, 7, 10, 12
3, 5, 8, 13
5, 7, 27, 29
5, 7, 24, 28
7, 10, 16, 19
19, 21, 24, 27
1, 7, 9, 11
21, 24, 27, 30
0, 4, 17, 19
5, 8, 17, 19
10, 13, 15, 18
13, 19, 21, 23
9, 13, 33, 36
15, 17, 23, 25
1, 4, 9, 12
9, 11, 31, 33
7, 11, 15, 17
1, 7, 19, 23
5, 7, 18, 20
0, 2, 7, 10
7, 9, 16, 19
3, 6, 20, 23
0, 3, 17, 21
10, 13, 32, 34
0, 2, 14, 16
6, 8, 9, 11
7, 9, 15, 18
9, 11, 24, 27
4, 6, 25, 27
57, 62, 68, 71
3, 5, 17, 19
6, 13, 17, 19
0, 2, 4, 7
13, 15, 18, 21
7, 11, 19, 21
9, 11, 18, 21
0, 2, 30, 33
2, 5, 16, 18
9, 12, 16, 21
12, 16, 32, 36
0, 2, 4, 8
32, 34, 40, 43
3, 5, 6, 9
21, 24, 35, 37
1, 6, 28, 30
7, 10, 31, 35
0, 5, 23, 25
11, 15, 17, 19
2, 4, 8, 10
1, 4, 8, 10
0, 3, 16, 18
0, 2, 22, 25
5, 8, 11, 13
1, 3, 13, 16
0, 3, 15, 17
0, 3, 5, 7
6, 8, 14, 16
9, 16, 27, 29
0, 2, 14, 16
20, 24, 25, 28
2, 5, 25, 27
12, 16, 23, 25
4, 6, 12, 15
3, 5, 19, 21
7, 9, 17, 19
7, 10, 12, 15
1, 3, 13, 17
9, 11, 13, 16
8, 11, 23, 25
0, 2, 18, 20
10, 12, 22, 24
1, 3, 5, 8
15, 17, 21, 24
16, 18, 22, 24
1, 3, 6, 8
6, 8, 11, 14
0, 3, 16, 19
6, 9, 21, 23
0, 3, 17, 19
0, 2, 12, 15
0, 4, 8, 11
13, 16, 20, 22
2, 4, 10, 12
12, 18, 27, 29
0, 2, 13, 16
8, 10, 13, 15
14, 18, 24, 26
19, 21, 43, 46
13, 17, 20, 22
6, 8, 23, 25
15, 18, 21, 25
21, 24, 39, 42
3, 6, 36, 38
7, 10, 12, 14
10, 12, 18, 20
0, 2, 18, 20
7, 9, 24, 26
0, 2, 9, 11
3, 6, 15, 18
24, 26, 27, 30
3, 5, 22, 25
1, 5, 15, 17
16, 19, 21, 23
3, 8, 26, 28
0, 2, 8, 12
22, 25, 26, 28
52, 56, 57, 63
0, 3, 8, 11
4, 7, 16, 22
32, 34, 38, 41
0, 3, 8, 10
9, 11, 12, 15
2, 5, 10, 12
2, 4, 27, 29
0, 3, 16, 19
4, 7, 14, 16
12, 15, 22, 24
1, 4, 22, 24
6, 8, 27, 30
2, 6, 23, 26
6, 8, 31, 33
3, 6, 25, 27
4, 7, 11, 15
21, 24, 30, 33
13, 16, 18, 20
0, 3, 7, 9
6, 8, 23, 26
1, 3, 11, 14
3, 6, 16, 18
1, 3, 21, 23
10, 13, 18, 20
24, 26, 27, 30
0, 4, 23, 26
5, 8, 11, 15
0, 3, 8, 10
0, 2, 7, 11
8, 10, 31, 33
0, 6, 14, 16
31, 34, 38, 41
4, 7, 10, 15
11, 13, 27, 30
5, 7, 24, 27
18, 21, 22, 24
24, 26, 37, 40
1, 4, 38, 40
26, 29, 33, 35
1, 3, 14, 16
17, 19, 28, 31
9, 11, 12, 15
2, 4, 22, 24
0, 2, 8, 10
6, 11, 13, 15
0, 2, 16, 19
11, 14, 18, 20
0, 2, 3, 5
5, 7, 20, 23
7, 9, 18, 21
22, 26, 28, 30
6, 8, 11, 14
30, 33, 35, 37
3, 8, 26, 28
15, 17, 30, 33
16, 19, 23, 25
47, 51, 55, 57
7, 10, 16, 18
1, 4, 7, 10
11, 13, 16, 18
1, 4, 10, 14
25, 27, 33, 36
10, 16, 24, 27
6, 8, 44, 46
3, 5, 13, 15
14, 16, 20, 22
0, 2, 8, 10
7, 9, 21, 23
25, 27, 32, 34
9, 12, 13, 16
0, 2, 11, 14
3, 6, 17, 19
11, 13, 21, 23
0, 3, 17, 19
2, 5, 6, 8
20, 23, 24, 26
12, 14, 30, 33
0, 4, 15, 19
9, 11, 17, 19
2, 4, 22, 25
0, 2, 14, 16
5, 7, 11, 13
5, 7, 18, 22
17, 19, 25, 28
10, 16, 23, 26
0, 2, 14, 17
0, 2, 4, 7
8, 10, 12, 15
12, 15, 28, 31
1, 3, 22, 24
7, 10, 22, 24
8, 10, 13, 15
0, 3, 17, 19
28, 30, 38, 41
15, 17, 21, 24
2, 6, 8, 11
0, 4, 12, 14
0, 3, 15, 18
5, 8, 11, 13
0, 2, 7, 9
18, 20, 21, 23
1, 5, 13, 15
19, 23, 28, 31
0, 2, 14, 17
11, 14, 35, 37
12, 14, 15, 17
0, 2, 11, 13
16, 18, 27, 30
0, 2, 5, 8
7, 10, 12, 14
0, 2, 11, 13
2, 6, 28, 31
8, 15, 17, 19
1, 3, 7, 11
0, 4, 13, 15
19, 22, 32, 34
12, 14, 25, 29
0, 4, 22, 24
0, 3, 26, 29
3, 6, 21, 23
17, 22, 27, 30
11, 13, 15, 18
18, 20, 22, 28
1, 4, 7, 9
19, 24, 35, 37
0, 2, 6, 9
21, 23, 31, 34
6, 10, 12, 14
33, 35, 40, 42
16, 18, 21, 24
10, 12, 29, 31
1, 5, 20, 24
8, 12, 16, 18
0, 2, 10, 13
9, 11, 19, 21
22, 25, 34, 37
11, 13, 17, 19
17, 20, 22, 25
5, 7, 18, 21
7, 10, 15, 18
4, 10, 12, 15
14, 18, 20, 23
0, 2, 24, 26
17, 20, 26, 28
11, 14, 18, 23
1, 4, 6, 9
0, 3, 12, 14
21, 24, 33, 36
18, 21, 28, 30
2, 5, 13, 15
3, 7, 18, 20
0, 2, 9, 12
0, 2, 8, 10
6, 9, 17, 21
4, 6, 9, 11
3, 5, 7, 9
33, 37, 44, 48
0, 2, 13, 15
3, 6, 24, 27
0, 2, 4, 6
0, 2, 4, 7
10, 12, 23, 26
19, 21, 27, 31
25, 29, 31, 33
12, 16, 21, 23
1, 3, 5, 9
6, 9, 13, 16
3, 7, 10, 12
13, 20, 36, 38
12, 14, 25, 27
21, 23, 29, 32
13, 16, 26, 29
0, 3, 7, 11
0, 2, 4, 7
0, 3, 8, 11
22, 29, 38, 40
13, 16, 24, 26
9, 12, 14, 16
1, 4, 10, 12
2, 4, 7, 10
0, 2, 10, 12
2, 4, 10, 14
1, 3, 5, 8
1, 4, 14, 16
13, 15, 20, 23
7, 10, 14, 16
13, 15, 17, 19
0, 3, 15, 17
1, 3, 8, 13
6, 8, 18, 21
4, 7, 15, 18
6, 8, 15, 19
3, 5, 9, 14
1, 6, 29, 31
31, 34, 40, 43
2, 5, 6, 10
15, 17, 22, 24
4, 6, 28, 31
10, 13, 25, 27
3, 5, 24, 27
0, 2, 8, 11
0, 3, 10, 12
13, 16, 19, 21
10, 12, 24, 28
7, 12, 16, 18
8, 10, 21, 24
21, 24, 39, 42
0, 2, 10, 12
6, 8, 13, 17
29, 32, 53, 55
1, 3, 5, 9
0, 2, 17, 20
11, 13, 27, 29
17, 22, 24, 26
0, 2, 9, 11
8, 10, 15, 17
8, 10, 20, 23
12, 15, 21, 25
76, 79, 83, 86
5, 7, 10, 13
0, 3, 10, 12
17, 20, 31, 34
13, 15, 28, 31
32, 35, 42, 47
0, 3, 10, 14
22, 25, 31, 36
7, 9, 12, 15
7, 9, 13, 16
3, 5, 23, 25
8, 11, 28, 30
0, 2, 9, 11
6, 8, 21, 24
0, 6, 16, 18
17, 20, 30, 33
4, 7, 17, 20
6, 9, 14, 17
17, 20, 36, 38
7, 9, 11, 15
2, 5, 7, 10
0, 2, 10, 12
6, 8, 10, 14
10, 12, 31, 35
10, 13, 27, 29
4, 7, 15, 18
5, 8, 20, 24
1, 3, 13, 15
0, 3, 15, 18
0, 3, 9, 11
2, 6, 10, 14
3, 5, 18, 20
10, 12, 13, 17
13, 17, 31, 34
8, 10, 13, 15
1, 3, 10, 12
4, 8, 27, 29
9, 11, 14, 16
17, 21, 23, 25
2, 4, 20, 23
11, 13, 34, 38
15, 18, 26, 28
7, 11, 20, 25
5, 9, 14, 16
4, 6, 11, 14
1, 3, 8, 11
2, 5, 18, 20
1, 3, 11, 14
0, 2, 13, 15
3, 5, 16, 19
4, 16, 18, 21
19, 22, 26, 28
13, 15, 17, 21
0, 3, 26, 28
45, 48, 51, 54
0, 2, 16, 18
0, 4, 22, 24
0, 3, 15, 17
11, 13, 26, 29
13, 16, 23, 25
2, 5, 32, 35
7, 11, 14, 17
3, 6, 12, 14
25, 28, 33, 36
11, 15, 21, 23
7, 9, 12, 14
15, 17, 22, 25
4, 7, 17, 23
8, 11, 13, 15
0, 2, 20, 22
9, 12, 16, 18
2, 5, 10, 15
73, 75, 91, 95
0, 2, 8, 10
19, 21, 24, 29
11, 14, 17, 19
7, 9, 10, 14
42, 44, 46, 49
0, 2, 4, 6
0, 3, 11, 13
9, 12, 34, 38
1, 3, 11, 13
7, 10, 18, 23
0, 2, 39, 41
62, 64, 75, 79
25, 30, 38, 40
0, 2, 7, 9
0, 4, 5, 8
6, 8, 21, 23
0, 4, 24, 27
3, 5, 7, 9
0, 4, 14, 16
9, 11, 12, 15
0, 2, 24, 26
4, 8, 10, 12
5, 8, 10, 13
8, 10, 24, 27
3, 5, 24, 26
6, 9, 13, 15
0, 3, 4, 7
7, 9, 17, 20
5, 7, 16, 19
7, 9, 19, 22
6, 9, 18, 22
0, 2, 13, 15
6, 8, 13, 16
0, 3, 17, 19
1, 4, 26, 35
7, 9, 27, 30
1, 3, 8, 10
0, 3, 26, 28
7, 10, 13, 15
6, 9, 12, 15
1, 3, 7, 9
30, 32, 36, 40
0, 2, 15, 17
4, 8, 15, 18
24, 26, 28, 31
0, 2, 3, 6
22, 26, 28, 30
0, 3, 18, 21
23, 25, 38, 40
7, 9, 16, 20
15, 18, 20, 22
8, 10, 31, 35
0, 3, 7, 9
14, 20, 33, 35
1, 3, 5, 8
0, 2, 5, 8
0, 4, 5, 7
0, 3, 10, 13
8, 10, 14, 19
7, 9, 11, 14
4, 7, 10, 12
22, 24, 32, 34
27, 32, 47, 52
7, 11, 13, 15
0, 3, 11, 14
0, 3, 21, 25
10, 12, 17, 19
53, 57, 61, 68
6, 9, 24, 26
0, 3, 16, 18
0, 3, 14, 17
0, 2, 15, 17
8, 10, 21, 24
14, 16, 26, 28
16, 19, 26, 30
0, 2, 23, 25
9, 11, 25, 28
5, 8, 18, 20
15, 19, 29, 31
6, 8, 20, 23
11, 13, 22, 25
12, 16, 22, 24
6, 9, 21, 23
1, 3, 8, 10
0, 2, 13, 16
20, 22, 23, 26
14, 17, 21, 23
21, 25, 29, 31
40, 42, 55, 58
1, 3, 12, 15
0, 2, 4, 7
27, 29, 31, 34
12, 14, 16, 19
5, 7, 16, 19
0, 5, 17, 19
6, 8, 9, 11
20, 24, 25, 28
27, 31, 35, 39
6, 9, 30, 32
2, 5, 19, 21
19, 22, 24, 26
5, 7, 14, 17
1, 4, 10, 13
9, 12, 27, 29
10, 12, 29, 31
1, 3, 12, 15
2, 5, 7, 10
14, 18, 25, 29
11, 14, 33, 36
1, 3, 5, 8
0, 3, 20, 23
14, 16, 17, 20
3, 5, 13, 19
3, 5, 25, 27
0, 2, 8, 10
0, 2, 6, 8
12, 14, 16, 19
0, 2, 23, 25
0, 3, 4, 6
6, 8, 27, 29
10, 13, 15, 18
0, 2, 12, 15
7, 11, 13, 15
4, 6, 10, 13
13, 16, 21, 24
18, 20, 22, 25
5, 7, 8, 11
4, 7, 20, 22
20, 23, 33, 36
7, 9, 21, 23
2, 4, 23, 25
4, 6, 20, 23
3, 9, 14, 16
12, 14, 17, 20
3, 7, 20, 24
5, 7, 13, 15
13, 15, 19, 21
33, 36, 41, 45
1, 3, 19, 21
25, 31, 36, 39
6, 8, 20, 22
0, 2, 9, 11
0, 2, 12, 15
1, 5, 10, 13
38, 40, 46, 50
0, 2, 16, 19
40, 42, 43, 46
0, 3, 20, 23
1, 3, 5, 7
25, 28, 34, 36
10, 14, 16, 19
0, 2, 5, 8
11, 13, 14, 17
12, 15, 22, 25
0, 2, 26, 30
13, 15, 19, 22
3, 7, 8, 13
0, 2, 7, 9
6, 9, 14, 17
1, 3, 6, 10
28, 30, 34, 37
0, 3, 12, 15
0, 3, 11, 13
4, 6, 13, 15
11, 14, 36, 39
5, 7, 17, 19
15, 18, 35, 37
0, 3, 5, 7
24, 27, 29, 32
1, 5, 21, 25
1, 6, 18, 20
5, 7, 17, 19
2, 4, 16, 18
0, 3, 9, 11
13, 15, 18, 22
3, 5, 19, 22
14, 17, 18, 20
5, 7, 10, 12
2, 5, 25, 27
0, 2, 4, 7
4, 7, 11, 14
1, 4, 19, 22
26, 29, 31, 34
17, 20, 33, 38
6, 9, 13, 18
12, 16, 25, 27
13, 15, 16, 24
9, 11, 14, 16
1, 5, 13, 15
3, 6, 9, 12
0, 3, 4, 7
22, 24, 31, 34
10, 13, 16, 18
13, 16, 27, 29
0, 2, 21, 23
0, 4, 24, 26
49, 51, 52, 55
17, 21, 23, 25
5, 7, 12, 14
4, 6, 19, 22
8, 11, 17, 19
9, 12, 30, 33
8, 12, 19, 24
19, 21, 33, 36
5, 7, 26, 30
20, 23, 26, 29
1, 3, 10, 17
0, 6, 17, 20
18, 21, 23, 26
3, 6, 23, 26
5, 10, 18, 21
0, 3, 15, 17
6, 9, 18, 22
0, 4, 9, 12
16, 19, 21, 23
0, 2, 7, 10
0, 3, 7, 11
17, 19, 20, 23
8, 12, 25, 27
15, 18, 20, 22
24, 27, 29, 32
5, 7, 13, 15
17, 23, 36, 39
5, 9, 24, 27
0, 2, 23, 26
0, 2, 4, 6
12, 16, 29, 31
3, 5, 20, 22
16, 18, 19, 23
2, 4, 22, 24
6, 9, 11, 14
0, 3, 18, 20
3, 6, 21, 23
0, 3, 18, 20
5, 9, 11, 13
17, 19, 30, 32
7, 9, 10, 12
0, 2, 13, 16
7, 11, 12, 14
12, 15, 18, 21
6, 8, 19, 21
8, 10, 14, 17
10, 12, 16, 18
12, 16, 18, 20
3, 5, 12, 14
0, 2, 9, 11
7, 9, 14, 16
16, 19, 20, 23
0, 3, 11, 14
13, 16, 20, 22
16, 18, 21, 23
3, 5, 7, 9
5, 8, 10, 12
0, 2, 8, 10
0, 2, 13, 18
6, 8, 9, 11
13, 15, 26, 29
8, 10, 33, 36
11, 14, 33, 36
35, 39, 42, 46
0, 2, 12, 16
24, 26, 39, 42
23, 27, 31, 34
10, 12, 18, 20
12, 14, 20, 22
0, 2, 23, 26
15, 17, 22, 24
29, 31, 32, 35
4, 6, 8, 12
1, 4, 7, 9
6, 8, 10, 13
18, 20, 37, 39
16, 19, 25, 28
2, 5, 18, 21
17, 19, 24, 26
3, 7, 23, 26
9, 11, 13, 17
0, 2, 10, 12
5, 7, 12, 15
3, 5, 11, 13
9, 12, 16, 18
14, 16, 18, 21
23, 26, 34, 38
1, 3, 5, 8
4, 7, 12, 16
0, 3, 14, 16
7, 11, 26, 29
1, 4, 8, 10
15, 17, 24, 26
10, 13, 19, 22
0, 3, 21, 23
30, 33, 40, 43
11, 13, 36, 40
0, 2, 10, 15
30, 33, 35, 37
6, 9, 10, 12
10, 12, 26, 29
15, 20, 24, 26
5, 7, 14, 17
1, 3, 18, 21
2, 6, 7, 10
4, 7, 10, 13
0, 3, 21, 23
9, 11, 18, 21
0, 2, 12, 14
0, 2, 4, 8
4, 7, 19, 21
15, 17, 25, 28
1, 5, 21, 24
12, 16, 30, 32
5, 8, 11, 13
31, 34, 46, 48
0, 3, 13, 15
0, 4, 20, 22
18, 21, 25, 28
0, 2, 5, 7
7, 10, 16, 18
23, 26, 30, 33
40, 42, 49, 51
5, 8, 17, 20
11, 13, 14, 16
7, 10, 18, 20
4, 7, 15, 18
0, 2, 11, 13
8, 11, 26, 28
13, 17, 28, 30
0, 2, 23, 26
17, 20, 26, 29
3, 5, 9, 11
